,product,scenario_id,nudge_id,event_id,event_id_description,variable,nudge_title,nudge_description
10,agentOffering,offering,nudge_4950,EVT_15212,"여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객","{""titleTextPolite"":""커피가 생각나는 시간<br>주변의 인기 있는 카페를<br>찾아봤어요"",""contents"":""{{CARD_RECOMMEND_RESTAURANT_04}}"",""description"":""여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객""}",restaurant_4,#음식점추천 #주말 #카페
11,agentOffering,offering,nudge_5030,EVT_15172,"유튜브 뮤직, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객","{""titleTextPolite"":""한결같은 일상 속에<br>플레이리스트를 채워보세요!"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_29}}"",""description"":""유튜브 뮤직, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객""}",video_29,#유튜브채널 #플레이리스트 #foryou
12,agentOffering,offering,nudge_5035,EVT_15177,"에이닷 수면 분석을 사용하며, 어젯밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객","{""titleTextPolite"":""어젯밤 잠들기 힘들었나요?<br>숙면에 도움 주는 영상으로<br>오늘은 일찍 잠들어 봐요"",""contents"":""{{CARD_KEYWORD_YOUTUBE_LIST_운영_12}}"",""description"":""에이닷 수면 분석을 사용하며, 어젯밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객""}",sleep_14,#sleep #잠들기 오래 걸림 #숙면 영상 추천
13,agentOffering,offering,nudge_4976,EVT_15255,"등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""날씨도 맑고<br>미세먼지도 괜찮아<br>즐거운 하루 시작해요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_11,#학생#학기중#5시~11시#평일#등교길#미세먼지좋음#맑음
14,agentOffering,offering,nudge_4986,EVT_15271,"에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""햇빛 가득한 날<br>미세먼지 걱정 No<br>활기찬 하루 시작해요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_17,#5시~11시#주말#미세먼지좋음#맑음
15,agentOffering,offering,nudge_5028,EVT_15170,"스카이스캐너와 아고다 등 여행 관련 어플이나 웹페이지 경험이 있으며, tmap에서 여행/레저 관련 장소를 검색했고, 여행 관련 전화 이력이 있으며, tdeal에서 여행 관련 상품을 검색한 이력이 있는 고객","{""titleTextPolite"":""휴일에 떠나기 좋은 곳<br>더 이상 고민하지 말고<br>지금 바로 확인해 봐요"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_27}}"",""description"":""스카이스캐너와 아고다 등 여행 관련 어플이나 웹페이지 경험이 있으며, tmap에서 여행/레저 관련 장소를 검색했고, 여행 관련 전화 이력이 있으며, tdeal에서 여행 관련 상품을 검색한 이력이 있는 고객""}",video_27,#유튜브채널 #여행 #유리소리TV
16,agentOffering,offering,nudge_5045,EVT_15184,"FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객","{""titleTextPolite"":""매력적인 아티스트 추천<br>다양한 노래를 들어봐요"",""contents"":""{{CARD_RECOMMEND_ARTIST}}"",""description"":""FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객""}",music_2,#아티스트 3인 #저녁
17,agentOffering,offering,nudge_5065,EVT_15327,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""오늘 장을 봐야 한다면<br>T day 혜택이 함께하는<br>곳을 가보는 건 어떨까요?"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day21,TdayDay21 #GS더프레시
18,agentOffering,offering,nudge_4941,EVT_15134,"모빌리티 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객","{""titleTextPolite"":""곧 이동할 시간이죠?<br>안전 운전하며<br>하루 마무리 잘해요!"",""contents"":""{{CARD_TMAP_NOT_HOME_OFFICE}}"",""description"":""모빌리티 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객""}",mobility_2,#모빌리티 패턴 #기타 #18시 이후
19,agentOffering,offering,nudge_4937,EVT_15130,"출퇴근 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객","{""titleTextPolite"":""집에 갈 시간이죠?<br>최적의 경로를 찾아놨어요<br>어서 들어가 쉬어요"",""contents"":""{{CARD_TMAP_HOME}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객""}",mobility_11,#모빌리티#모빌리티 패턴#집#14세이상#화~일요일
20,agentOffering,offering,nudge_4960,EVT_15232,"네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객","{""titleTextPolite"":""{{SEVERE_WEATHER}}{{SEVERE_WEATHER_STRESS_CODE}}<br>추위가 심한 날씨예요<br>옷을 꼭 따뜻하게 입으세요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객""}",weather_29,#날씨#한파주의보/경보
21,agentOffering,offering,nudge_4963,EVT_15238,"네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금할 것 같은 고객","{""titleTextPolite"":""한 주의 시작 월요일<br>이번 주 주간 날씨 보고<br>한 주를 준비해요"",""contents"":""{{CARD_WEEKLY_WEATHER}}"",""description"":""네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금할 것 같은 고객""}",weather_32,#주간날씨 #월요일 오전 #일요일 저녁
22,agentOffering,offering,nudge_5041,EVT_15308,"FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 음악 스타일이 있는 고객","{""titleTextPolite"":""{{ADOT_USER_NAME}} 취향 저격<br>{{MUSIC_INTEREST_GENRE_RANDOM}} 장르 음악을<br>모아봤어요"",""contents"":""{{CARD_RECOMMEND_GENRE_MUSIC_21}}"",""description"":""FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 음악 스타일이 있는 고객""}",music_21,#선호 장르 기반 음악 추천
23,agentOffering,offering,nudge_4954,EVT_15221,"여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객","{""titleTextPolite"":""점심 식사 후 힐링 시간<br>당신의 기분을 높여줄<br>카페 찾아왔어요"",""contents"":""{{CARD_RECOMMEND_RESTAURANT_02}}"",""description"":""여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객""}",restaurant_2,#직장인#평일#카페추천
24,agentOffering,offering,nudge_4974,EVT_15251,"등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 비 소식이 있어요<br>학교 가는 길이라면<br>우산 꼭 챙겨가세요"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_9,#비오는 날 #초/중/고등학생 #등교길
25,agentOffering,offering,nudge_5040,EVT_15306,"FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 아티스트가 있는 고객","{""titleTextPolite"":""이건 꼭 들어봐야 해요<br>관심 있을 만한 아티스트의<br>신곡을 준비했어요"",""contents"":""{{CARD_NEW_RELEASE_SONG}}"",""description"":""FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 아티스트가 있는 고객""}",music_77,#뮤직#내취향#아티스트신곡#주중
26,agentOffering,offering,nudge_5054,EVT_15316,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""행사가 많은 가정의 달에<br>선물세트가 필요한 지금<br>딱 어울리는 혜택"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Week14,TdayWeek14 #컬리
27,agentOffering,offering,nudge_4943,EVT_15200,"에버랜드, 롯데월드 등 테마파크 관련 통화내역 및 tmap 기록이 있으며, 롯데백화점, 신세계백화점 등 백화점 관련 통화내역 및 tmap 기록이 있고, 이마트, 롯데마트 등 대형마트 관련 통화내역 및 tmap 기록이 있으며, 주말에 자주 방문하는 장소의 혼잡도가 궁금하고, 에이닷에 혼잡도 검색 기록이 있는 고객","{""titleTextPolite"":""자주 방문하는 장소의<br>토요일 혼잡도를 알려줄게요<br>체크하고 방문하기"",""contents"":""{{CARD_FAVORITE_PLACE_CONGESTION}}"",""description"":""에버랜드, 롯데월드 등 테마파크 관련 통화내역 및 tmap 기록이 있으며, 롯데백화점, 신세계백화점 등 백화점 관련 통화내역 및 tmap 기록이 있고, 이마트, 롯데마트 등 대형마트 관련 통화내역 및 tmap 기록이 있으며, 주말에 자주 방문하는 장소의 혼잡도가 궁금하고, 에이닷에 혼잡도 검색 기록이 있는 고객""}",congestion_3,#자주 방문하는 장소 #장소 혼잡도 #토요일 #INFO
28,agentOffering,offering,nudge_4994,EVT_15147,"업비트, 삼성증권, 한국투자증권 등 주식 관련 어플이나 웹페이지 경험이 있고, 에이닷 증권에 등록한 관심 종목의 현재가가 궁금한 고객","{""titleTextPolite"":""오늘의 장 마감 전<br>관심 가질 만한 종목의<br>현재가를 알려줄게요"",""contents"":""{{CARD_STOCK_CURRENT_PRICE}}"",""description"":""업비트, 삼성증권, 한국투자증권 등 주식 관련 어플이나 웹페이지 경험이 있고, 에이닷 증권에 등록한 관심 종목의 현재가가 궁금한 고객""}",stock_1,#증권#관심종목 현재가 #관심종목 보유자 #장마감전
29,agentOffering,offering,nudge_5019,EVT_15303,"업비트, 삼성증권, 한국투자증권 등 주식 관련 어플이나 웹페이지 경험이 있고, 에이닷 증권에 등록한 관심 종목의 현재가가 궁금한 고객","{""titleTextPolite"":""애플의 자체 인공지능<br>애플 인텔리전스 발표<br>결과는 어땠을까요?"",""contents"":""{{CARD_KEYWORD_YOUTUBE_운영_8}}"",""description"":""업비트, 삼성증권, 한국투자증권 등 주식 관련 어플이나 웹페이지 경험이 있고, 에이닷 증권에 등록한 관심 종목의 현재가가 궁금한 고객""}",issue_8_주식,#시의성#주식#애플 AI
30,agentOffering,offering,nudge_5032,EVT_15174,"에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객","{""titleTextPolite"":""잠들기 어려웠던 어젯밤<br>오늘은 쉽게 잠들 수 있게<br>요가로 릴랙스해 봐요"",""contents"":""{{CARD_KEYWORD_YOUTUBE_LIST_운영_11}}"",""description"":""에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객""}",sleep_11,"#sleep #잠들기 오래 걸림 #요가, 명상 콘텐츠 추천"
31,agentOffering,offering,nudge_5058,EVT_15320,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""점심으로 에그드랍 어때요?<br>T day 주간에만 이용 가능한<br>혜택이 있어요!"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Week22,TdayWeek22
32,agentOffering,offering,nudge_5073,EVT_15335,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""휴가를 계획하고 있다면<br>트래블기어 압축 파우치<br>럭키찬스에 응모해 봐요"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day43,TdayDay43 #럭키찬스
33,agentOffering,offering,nudge_4971,EVT_15245,"출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""미세먼지 없는 맑은 날씨<br>즐거운 하루를<br>시작해 볼까요?"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_5,#직장인#평일#5시~11시#출근길#미세먼지좋은#맑음
34,agentOffering,offering,nudge_5068,EVT_15330,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""오후가 되니깐 왠지<br>기운이 떨어지지 않나요?<br>빵으로 에너지를 채워봐요"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day31,TdayDay31#뚜레쥬르
35,agentOffering,offering,nudge_5003,EVT_15279,"KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 선호 프로그램이 있으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객","{""titleTextPolite"":""라디오 들으러 가요<br>{{ADOT_USER_NAME+이/가}} 즐겨 듣는<br>프로그램 방송 중"",""contents"":""{{CARD_RADIO_PROGRAM}}"",""description"":""KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 선호 프로그램이 있으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객""}",radio_20,#라디오 #선호 프로그램 #NOW
36,agentOffering,offering,nudge_5013,EVT_15296,"네이버 스포츠, SPOTV NOW, FobMob 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포츠와 관련된 게임을 이용한 내역이 있으며, 취미가 스포츠와 관련이 있으며, 응원하는 스포츠팀이 있는 고객","{""titleTextPolite"":""레알 마드리드가<br>챔피언스리그에서<br>우승했어요"",""contents"":""{{CARD_KEYWORD_YOUTUBE_운영_3}}"",""description"":""네이버 스포츠, SPOTV NOW, FobMob 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포츠와 관련된 게임을 이용한 내역이 있으며, 취미가 스포츠와 관련이 있으며, 응원하는 스포츠팀이 있는 고객""}",issue_3_스포츠,#시의성#스포츠#축구#챔피언스리그
